agent_id,starting_date,year,total_work_hours,total_commission,agent_key
10,27/11/2014,2014.0,236.0,703.0,157
10,27/11/2014,2015.0,1008.0,1489.0,158
10,27/11/2014,2016.0,116.0,377.0,159
10,27/11/2014,2017.0,1561.0,4103.0,160
11,11/6/2002,2002.0,872.0,3416.0,161
11,11/6/2002,2003.0,451.0,615.0,162
11,11/6/2002,2004.0,263.0,404.0,163
11,11/6/2002,2005.0,1728.0,5560.0,164
11,11/6/2002,2006.0,703.0,2543.0,165
11,11/6/2002,2007.0,1305.0,2872.0,166
11,11/6/2002,2008.0,275.0,787.0,167
11,11/6/2002,2009.0,997.0,4667.0,168
11,11/6/2002,2010.0,227.0,469.0,169
11,11/6/2002,2011.0,1416.0,5969.0,170
11,11/6/2002,2012.0,631.0,1604.0,171
11,11/6/2002,2013.0,1388.0,5436.0,172
11,11/6/2002,2014.0,1801.0,5270.0,173
11,11/6/2002,2015.0,1078.0,1563.0,174
11,11/6/2002,2016.0,638.0,2541.0,175
11,11/6/2002,2017.0,977.0,4277.0,176
12,27/10/2004,2004.0,38.0,43.0,177
12,27/10/2004,2005.0,1686.0,6716.0,178
12,27/10/2004,2006.0,1463.0,6775.0,179
12,27/10/2004,2007.0,686.0,2819.0,180
12,27/10/2004,2008.0,272.0,459.0,181
12,27/10/2004,2009.0,1257.0,6152.0,182
12,27/10/2004,2010.0,1888.0,2303.0,183
12,27/10/2004,2011.0,1455.0,6808.0,184
12,27/10/2004,2012.0,1726.0,1752.0,185
12,27/10/2004,2013.0,247.0,393.0,186
12,27/10/2004,2014.0,642.0,3170.0,187
12,27/10/2004,2015.0,1218.0,2250.0,188
12,27/10/2004,2016.0,654.0,1137.0,189
12,27/10/2004,2017.0,1586.0,5045.0,190
13,10/3/2017,2017.0,261.0,556.0,191
14,28/5/1997,1997.0,1266.0,2968.0,192
14,28/5/1997,1998.0,1284.0,1295.0,193
14,28/5/1997,1999.0,1084.0,2126.0,194
14,28/5/1997,2000.0,1820.0,5527.0,195
14,28/5/1997,2001.0,1426.0,3189.0,196
14,28/5/1997,2002.0,169.0,472.0,197
14,28/5/1997,2003.0,872.0,899.0,198
14,28/5/1997,2004.0,1537.0,3003.0,199
14,28/5/1997,2005.0,832.0,3521.0,200
14,28/5/1997,2006.0,222.0,289.0,201
14,28/5/1997,2007.0,577.0,1715.0,202
14,28/5/1997,2008.0,1818.0,8174.0,203
14,28/5/1997,2009.0,111.0,531.0,204
14,28/5/1997,2010.0,1608.0,7889.0,205
14,28/5/1997,2011.0,1180.0,1788.0,206
14,28/5/1997,2012.0,419.0,460.0,207
14,28/5/1997,2013.0,619.0,2415.0,208
14,28/5/1997,2014.0,1848.0,3642.0,209
14,28/5/1997,2015.0,1850.0,4647.0,210
14,28/5/1997,2016.0,1425.0,1550.0,211
14,28/5/1997,2017.0,1547.0,5907.0,212
15,17/7/2011,2011.0,148.0,475.0,213
15,17/7/2011,2012.0,276.0,594.0,214
15,17/7/2011,2013.0,1726.0,6466.0,215
15,17/7/2011,2014.0,1510.0,6059.0,216
15,17/7/2011,2015.0,1124.0,2481.0,217
15,17/7/2011,2016.0,703.0,2040.0,218
15,17/7/2011,2017.0,1060.0,1706.0,219
16,9/6/2003,2003.0,460.0,2046.0,220
16,9/6/2003,2004.0,1527.0,2456.0,221
16,9/6/2003,2005.0,699.0,2212.0,222
16,9/6/2003,2006.0,1337.0,4012.0,223
16,9/6/2003,2007.0,220.0,777.0,224
16,9/6/2003,2008.0,379.0,1295.0,225
16,9/6/2003,2009.0,1842.0,7886.0,226
16,9/6/2003,2010.0,783.0,1517.0,227
16,9/6/2003,2011.0,1832.0,8636.0,228
16,9/6/2003,2012.0,679.0,2714.0,229
16,9/6/2003,2013.0,1245.0,4775.0,230
16,9/6/2003,2014.0,1187.0,5800.0,231
16,9/6/2003,2015.0,367.0,698.0,232
16,9/6/2003,2016.0,1378.0,4100.0,233
16,9/6/2003,2017.0,1485.0,3935.0,234
17,5/12/2009,2009.0,27.0,40.0,235
17,5/12/2009,2010.0,835.0,1724.0,236
17,5/12/2009,2011.0,183.0,747.0,237
17,5/12/2009,2012.0,1097.0,4969.0,238
17,5/12/2009,2013.0,186.0,594.0,239
17,5/12/2009,2014.0,1852.0,3211.0,240
17,5/12/2009,2015.0,704.0,2597.0,241
17,5/12/2009,2016.0,1678.0,5841.0,242
17,5/12/2009,2017.0,895.0,3304.0,243
18,25/10/2014,2014.0,351.0,1319.0,244
18,25/10/2014,2015.0,1063.0,3594.0,245
18,25/10/2014,2016.0,1791.0,2041.0,246
18,25/10/2014,2017.0,1836.0,2942.0,247
19,22/10/1998,1998.0,214.0,611.0,248
19,22/10/1998,1999.0,441.0,865.0,249
19,22/10/1998,2000.0,165.0,779.0,250
19,22/10/1998,2001.0,581.0,2175.0,251
19,22/10/1998,2002.0,342.0,1311.0,252
19,22/10/1998,2003.0,1501.0,7268.0,253
19,22/10/1998,2004.0,887.0,2035.0,254
19,22/10/1998,2005.0,1621.0,3572.0,255
19,22/10/1998,2006.0,1658.0,8143.0,256
19,22/10/1998,2007.0,818.0,3177.0,257
19,22/10/1998,2008.0,519.0,2464.0,258
19,22/10/1998,2009.0,1559.0,1913.0,259
19,22/10/1998,2010.0,560.0,2351.0,260
19,22/10/1998,2011.0,220.0,1069.0,261
19,22/10/1998,2012.0,1610.0,3753.0,262
19,22/10/1998,2013.0,715.0,1173.0,263
19,22/10/1998,2014.0,1493.0,4710.0,264
19,22/10/1998,2015.0,1322.0,2706.0,265
19,22/10/1998,2016.0,1437.0,7129.0,266
19,22/10/1998,2017.0,590.0,2055.0,267
20,17/1/2017,2017.0,1879.0,6585.0,268
21,24/6/2002,2002.0,92.0,156.0,269
21,24/6/2002,2003.0,1761.0,5545.0,270
21,24/6/2002,2004.0,841.0,1593.0,271
21,24/6/2002,2005.0,341.0,1311.0,272
21,24/6/2002,2006.0,478.0,952.0,273
21,24/6/2002,2007.0,1096.0,1399.0,274
21,24/6/2002,2008.0,307.0,789.0,275
21,24/6/2002,2009.0,223.0,667.0,276
21,24/6/2002,2010.0,1115.0,4646.0,277
21,24/6/2002,2011.0,1273.0,6018.0,278
21,24/6/2002,2012.0,960.0,1673.0,279
21,24/6/2002,2013.0,1471.0,5297.0,280
21,24/6/2002,2014.0,1006.0,3467.0,281
21,24/6/2002,2015.0,1610.0,7587.0,282
21,24/6/2002,2016.0,673.0,2800.0,283
21,24/6/2002,2017.0,427.0,1928.0,284
22,25/2/2011,2011.0,341.0,692.0,285
22,25/2/2011,2012.0,525.0,2582.0,286
22,25/2/2011,2013.0,230.0,425.0,287
22,25/2/2011,2014.0,196.0,783.0,288
22,25/2/2011,2015.0,669.0,3343.0,289
22,25/2/2011,2016.0,1651.0,5860.0,290
22,25/2/2011,2017.0,1418.0,1638.0,291
23,7/4/2007,2007.0,1108.0,5419.0,292
23,7/4/2007,2008.0,116.0,126.0,293
23,7/4/2007,2009.0,1558.0,5505.0,294
23,7/4/2007,2010.0,1460.0,4627.0,295
23,7/4/2007,2011.0,580.0,2034.0,296
23,7/4/2007,2012.0,96.0,173.0,297
23,7/4/2007,2013.0,1177.0,5427.0,298
23,7/4/2007,2014.0,283.0,348.0,299
23,7/4/2007,2015.0,752.0,3136.0,300
23,7/4/2007,2016.0,1356.0,3467.0,301
23,7/4/2007,2017.0,861.0,3547.0,302
24,25/12/2000,2000.0,48.0,158.0,303
24,25/12/2000,2001.0,1192.0,3443.0,304
24,25/12/2000,2002.0,793.0,887.0,305
24,25/12/2000,2003.0,719.0,2744.0,306
24,25/12/2000,2004.0,393.0,1095.0,307
24,25/12/2000,2005.0,705.0,1503.0,308
24,25/12/2000,2006.0,1321.0,3184.0,309
24,25/12/2000,2007.0,1304.0,2895.0,310
24,25/12/2000,2008.0,770.0,3009.0,311
24,25/12/2000,2009.0,1106.0,1172.0,312
24,25/12/2000,2010.0,1273.0,2436.0,313
24,25/12/2000,2011.0,1880.0,4426.0,314
24,25/12/2000,2012.0,1295.0,4668.0,315
24,25/12/2000,2013.0,1557.0,2065.0,316
24,25/12/2000,2014.0,1194.0,3027.0,317
24,25/12/2000,2015.0,134.0,376.0,318
24,25/12/2000,2016.0,190.0,256.0,319
24,25/12/2000,2017.0,1046.0,1153.0,320
25,2/2/2015,2015.0,1367.0,6212.0,321
25,2/2/2015,2016.0,1421.0,3310.0,322
25,2/2/2015,2017.0,1198.0,3874.0,323
26,10/4/2013,2013.0,222.0,628.0,324
26,10/4/2013,2014.0,161.0,647.0,325
26,10/4/2013,2015.0,1777.0,5212.0,326
26,10/4/2013,2016.0,1576.0,2891.0,327
26,10/4/2013,2017.0,940.0,2501.0,328
27,21/2/2016,2016.0,1164.0,2069.0,329
27,21/2/2016,2017.0,1431.0,4392.0,330
28,14/1/2003,2003.0,1512.0,4384.0,331
28,14/1/2003,2004.0,287.0,444.0,332
28,14/1/2003,2005.0,1153.0,1550.0,333
28,14/1/2003,2006.0,1156.0,2306.0,334
28,14/1/2003,2007.0,101.0,287.0,335
28,14/1/2003,2008.0,1189.0,4913.0,336
28,14/1/2003,2009.0,1430.0,4187.0,337
28,14/1/2003,2010.0,1840.0,3781.0,338
28,14/1/2003,2011.0,1706.0,4091.0,339
28,14/1/2003,2012.0,1422.0,2387.0,340
28,14/1/2003,2013.0,1454.0,4562.0,341
28,14/1/2003,2014.0,143.0,697.0,342
28,14/1/2003,2015.0,1383.0,4119.0,343
28,14/1/2003,2016.0,833.0,3689.0,344
28,14/1/2003,2017.0,1284.0,6002.0,345
29,10/2/1991,1991.0,1402.0,6574.0,346
29,10/2/1991,1992.0,148.0,273.0,347
29,10/2/1991,1993.0,1133.0,4740.0,348
29,10/2/1991,1994.0,335.0,486.0,349
29,10/2/1991,1995.0,487.0,2058.0,350
29,10/2/1991,1996.0,1768.0,6833.0,351
29,10/2/1991,1997.0,1501.0,3251.0,352
29,10/2/1991,1998.0,606.0,2992.0,353
29,10/2/1991,1999.0,468.0,1034.0,354
29,10/2/1991,2000.0,1380.0,5054.0,355
29,10/2/1991,2001.0,1362.0,5119.0,356
29,10/2/1991,2002.0,1207.0,3435.0,357
29,10/2/1991,2003.0,1591.0,7309.0,358
29,10/2/1991,2004.0,1904.0,7861.0,359
29,10/2/1991,2005.0,180.0,324.0,360
29,10/2/1991,2006.0,1572.0,7762.0,361
29,10/2/1991,2007.0,610.0,2432.0,362
29,10/2/1991,2008.0,1735.0,5515.0,363
29,10/2/1991,2009.0,115.0,465.0,364
29,10/2/1991,2010.0,224.0,287.0,365
29,10/2/1991,2011.0,594.0,1284.0,366
29,10/2/1991,2012.0,1447.0,1956.0,367
29,10/2/1991,2013.0,976.0,2867.0,368
29,10/2/1991,2014.0,872.0,2054.0,369
29,10/2/1991,2015.0,1545.0,1995.0,370
29,10/2/1991,2016.0,851.0,4122.0,371
29,10/2/1991,2017.0,975.0,1630.0,372
30,13/12/2005,2005.0,152.0,650.0,373
30,13/12/2005,2006.0,243.0,982.0,374
30,13/12/2005,2007.0,314.0,1215.0,375
30,13/12/2005,2008.0,1803.0,2821.0,376
30,13/12/2005,2009.0,1507.0,5234.0,377
30,13/12/2005,2010.0,1043.0,3857.0,378
30,13/12/2005,2011.0,1571.0,2254.0,379
30,13/12/2005,2012.0,407.0,588.0,380
30,13/12/2005,2013.0,890.0,4074.0,381
30,13/12/2005,2014.0,1588.0,1653.0,382
30,13/12/2005,2015.0,1615.0,1798.0,383
30,13/12/2005,2016.0,1193.0,5290.0,384
30,13/12/2005,2017.0,1809.0,5290.0,385
31,9/7/2001,2001.0,914.0,4509.0,386
31,9/7/2001,2002.0,638.0,892.0,387
31,9/7/2001,2003.0,1170.0,5651.0,388
31,9/7/2001,2004.0,1315.0,3895.0,389
31,9/7/2001,2005.0,374.0,666.0,390
31,9/7/2001,2006.0,799.0,3604.0,391
31,9/7/2001,2007.0,1714.0,2776.0,392
31,9/7/2001,2008.0,1207.0,3151.0,393
31,9/7/2001,2009.0,1484.0,3568.0,394
31,9/7/2001,2010.0,1053.0,3718.0,395
31,9/7/2001,2011.0,140.0,341.0,396
31,9/7/2001,2012.0,368.0,1744.0,397
31,9/7/2001,2013.0,475.0,2267.0,398
31,9/7/2001,2014.0,252.0,465.0,399
31,9/7/2001,2015.0,1433.0,2860.0,400
31,9/7/2001,2016.0,356.0,455.0,401
31,9/7/2001,2017.0,272.0,759.0,402
32,17/7/2004,2004.0,832.0,2898.0,403
32,17/7/2004,2005.0,993.0,4448.0,404
32,17/7/2004,2006.0,401.0,1881.0,405
32,17/7/2004,2007.0,1389.0,2177.0,406
32,17/7/2004,2008.0,1113.0,5040.0,407
32,17/7/2004,2009.0,1475.0,6443.0,408
32,17/7/2004,2010.0,704.0,853.0,409
32,17/7/2004,2011.0,245.0,726.0,410
32,17/7/2004,2012.0,444.0,1665.0,411
32,17/7/2004,2013.0,1257.0,4598.0,412
32,17/7/2004,2014.0,568.0,833.0,413
32,17/7/2004,2015.0,1522.0,3008.0,414
32,17/7/2004,2016.0,1138.0,5154.0,415
32,17/7/2004,2017.0,1175.0,2880.0,416
33,26/4/2010,2010.0,306.0,1400.0,417
33,26/4/2010,2011.0,961.0,2996.0,418
33,26/4/2010,2012.0,1797.0,2391.0,419
33,26/4/2010,2013.0,284.0,693.0,420
33,26/4/2010,2014.0,1902.0,4526.0,421
33,26/4/2010,2015.0,1052.0,4231.0,422
33,26/4/2010,2016.0,1189.0,4150.0,423
33,26/4/2010,2017.0,375.0,1397.0,424
34,22/5/2017,2017.0,262.0,655.0,425
35,24/11/1997,1997.0,302.0,805.0,426
35,24/11/1997,1998.0,547.0,1757.0,427
35,24/11/1997,1999.0,529.0,614.0,428
35,24/11/1997,2000.0,1488.0,4023.0,429
35,24/11/1997,2001.0,136.0,198.0,430
35,24/11/1997,2002.0,1401.0,4371.0,431
35,24/11/1997,2003.0,1751.0,5843.0,432
35,24/11/1997,2004.0,1751.0,2668.0,433
35,24/11/1997,2005.0,551.0,1955.0,434
35,24/11/1997,2006.0,933.0,3200.0,435
35,24/11/1997,2007.0,842.0,1979.0,436
35,24/11/1997,2008.0,1908.0,9060.0,437
35,24/11/1997,2009.0,163.0,230.0,438
35,24/11/1997,2010.0,450.0,1676.0,439
35,24/11/1997,2011.0,883.0,1452.0,440
35,24/11/1997,2012.0,1254.0,2005.0,441
35,24/11/1997,2013.0,476.0,660.0,442
35,24/11/1997,2014.0,1048.0,1711.0,443
35,24/11/1997,2015.0,280.0,358.0,444
35,24/11/1997,2016.0,870.0,2564.0,445
35,24/11/1997,2017.0,1385.0,1745.0,446
36,25/2/2009,2009.0,846.0,1685.0,447
36,25/2/2009,2010.0,951.0,1707.0,448
36,25/2/2009,2011.0,406.0,1055.0,449
36,25/2/2009,2012.0,913.0,4212.0,450
36,25/2/2009,2013.0,689.0,3095.0,451
36,25/2/2009,2014.0,1216.0,2393.0,452
36,25/2/2009,2015.0,1443.0,4777.0,453
36,25/2/2009,2016.0,177.0,751.0,454
36,25/2/2009,2017.0,511.0,1139.0,455
37,19/11/2002,2002.0,233.0,390.0,456
37,19/11/2002,2003.0,635.0,1640.0,457
37,19/11/2002,2004.0,1571.0,4337.0,458
37,19/11/2002,2005.0,595.0,1369.0,459
37,19/11/2002,2006.0,1453.0,6427.0,460
37,19/11/2002,2007.0,1783.0,3294.0,461
37,19/11/2002,2008.0,1631.0,5951.0,462
37,19/11/2002,2009.0,1294.0,4155.0,463
37,19/11/2002,2010.0,1811.0,2581.0,464
37,19/11/2002,2011.0,602.0,2466.0,465
37,19/11/2002,2012.0,772.0,1981.0,466
37,19/11/2002,2013.0,1029.0,2579.0,467
37,19/11/2002,2014.0,1641.0,5259.0,468
37,19/11/2002,2015.0,497.0,2319.0,469
37,19/11/2002,2016.0,702.0,3182.0,470
37,19/11/2002,2017.0,1515.0,6863.0,471
38,24/8/1991,1991.0,436.0,1926.0,472
38,24/8/1991,1992.0,1910.0,6322.0,473
38,24/8/1991,1993.0,1543.0,4053.0,474
38,24/8/1991,1994.0,192.0,608.0,475
38,24/8/1991,1995.0,1494.0,6651.0,476
38,24/8/1991,1996.0,868.0,1303.0,477
38,24/8/1991,1997.0,205.0,230.0,478
38,24/8/1991,1998.0,1132.0,1602.0,479
38,24/8/1991,1999.0,603.0,1991.0,480
38,24/8/1991,2000.0,323.0,622.0,481
38,24/8/1991,2001.0,1593.0,4738.0,482
38,24/8/1991,2002.0,386.0,1119.0,483
38,24/8/1991,2003.0,1903.0,8325.0,484
38,24/8/1991,2004.0,602.0,1466.0,485
38,24/8/1991,2005.0,100.0,197.0,486
38,24/8/1991,2006.0,293.0,1464.0,487
38,24/8/1991,2007.0,131.0,375.0,488
38,24/8/1991,2008.0,1692.0,8102.0,489
38,24/8/1991,2009.0,173.0,566.0,490
38,24/8/1991,2010.0,945.0,2296.0,491
38,24/8/1991,2011.0,1806.0,6473.0,492
38,24/8/1991,2012.0,1595.0,3897.0,493
38,24/8/1991,2013.0,1739.0,4958.0,494
38,24/8/1991,2014.0,1552.0,6566.0,495
38,24/8/1991,2015.0,1855.0,6555.0,496
38,24/8/1991,2016.0,1750.0,5999.0,497
38,24/8/1991,2017.0,1254.0,5446.0,498
39,6/4/2013,2013.0,490.0,2100.0,499
39,6/4/2013,2014.0,570.0,2689.0,500
39,6/4/2013,2015.0,894.0,4250.0,501
39,6/4/2013,2016.0,1001.0,2351.0,502
39,6/4/2013,2017.0,1763.0,6348.0,503
40,16/4/2006,2006.0,859.0,2653.0,504
40,16/4/2006,2007.0,649.0,2085.0,505
40,16/4/2006,2008.0,920.0,1856.0,506
40,16/4/2006,2009.0,1769.0,6588.0,507
40,16/4/2006,2010.0,1118.0,2750.0,508
40,16/4/2006,2011.0,1024.0,3983.0,509
40,16/4/2006,2012.0,231.0,427.0,510
40,16/4/2006,2013.0,780.0,1587.0,511
40,16/4/2006,2014.0,619.0,1170.0,512
40,16/4/2006,2015.0,1491.0,2907.0,513
40,16/4/2006,2016.0,1771.0,5407.0,514
40,16/4/2006,2017.0,1837.0,4298.0,515
41,13/9/1990,1990.0,376.0,1221.0,516
41,13/9/1990,1991.0,399.0,1892.0,517
41,13/9/1990,1992.0,268.0,1209.0,518
41,13/9/1990,1993.0,756.0,1900.0,519
41,13/9/1990,1994.0,1899.0,2208.0,520
41,13/9/1990,1995.0,1037.0,1835.0,521
41,13/9/1990,1996.0,308.0,783.0,522
41,13/9/1990,1997.0,346.0,884.0,523
41,13/9/1990,1998.0,943.0,4187.0,524
41,13/9/1990,1999.0,1371.0,5712.0,525
41,13/9/1990,2000.0,245.0,262.0,526
41,13/9/1990,2001.0,135.0,406.0,527
41,13/9/1990,2002.0,904.0,1433.0,528
41,13/9/1990,2003.0,1348.0,5737.0,529
41,13/9/1990,2004.0,1323.0,5224.0,530
41,13/9/1990,2005.0,1501.0,7355.0,531
41,13/9/1990,2006.0,1678.0,4128.0,532
41,13/9/1990,2007.0,511.0,2023.0,533
41,13/9/1990,2008.0,250.0,996.0,534
41,13/9/1990,2009.0,1490.0,2580.0,535
41,13/9/1990,2010.0,1639.0,6989.0,536
41,13/9/1990,2011.0,315.0,935.0,537
41,13/9/1990,2012.0,126.0,612.0,538
41,13/9/1990,2013.0,477.0,1204.0,539
41,13/9/1990,2014.0,1500.0,4537.0,540
41,13/9/1990,2015.0,339.0,1657.0,541
41,13/9/1990,2016.0,1037.0,3726.0,542
41,13/9/1990,2017.0,921.0,3231.0,543
42,14/8/1993,1993.0,376.0,1628.0,544
42,14/8/1993,1994.0,681.0,1469.0,545
42,14/8/1993,1995.0,601.0,744.0,546
42,14/8/1993,1996.0,1131.0,4530.0,547
42,14/8/1993,1997.0,1794.0,4615.0,548
42,14/8/1993,1998.0,817.0,3442.0,549
42,14/8/1993,1999.0,1256.0,4398.0,550
42,14/8/1993,2000.0,175.0,858.0,551
42,14/8/1993,2001.0,1745.0,1933.0,552
